Filename,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84,Topic_85,Topic_86,Topic_87,Topic_88,Topic_89,Topic_90,Topic_91,Topic_92,Topic_93,Topic_94,Topic_95,Topic_96,Topic_97,Topic_98,Topic_99
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/DbManager.java,0.582388149143744,21.348248072537416,0.56067678560461,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.5834606637400201,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.6035073730554985,0.45454545454546513,26.525754468788225,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.5300665322576074,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.4688717402921549,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,1.3997584377923429,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.6471244537277036,0.45454545454546513,0.8694917462037189,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,3.180192064191504,0.45454545454546513,0.45454545454546513,0.8874588411411455,0.45454545454546513,0.6323847573832694,0.4761763757805928,0.45454545454546513,0.45454545454546513,0.47351594469169733,0.6848115137332581,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45520298902570044,0.45454545454546513,0.45454545454546513,0.45454545454546513,0.45454545454546513,2.2727272727271175
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,0.4561028301700016,60.391009889240365,0.41517341936492685,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.4093710885742917,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.814652406312927,0.362318840579718,1.885478570187964,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.44332727040691616,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.3742162792030752,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.36861275628676343,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,1.4987718250141386,0.362318840579718,0.39715267623401906,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.4074140185428392,0.362318840579718,0.5255808927223494,0.37399812372406044,0.362318840579718,0.362318840579718,0.3740978956393212,0.4299407693508281,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.36263552090861306,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718,0.362318840579718
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,0.41821440415658695,0.4024743233438832,0.36130284847148886,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3928448082393319,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3520710116805857,0.3289473684210544,0.37016172273050557,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3844121760959886,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3328069135850336,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3316351500082482,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.4161922186991721,0.3289473684210544,0.44264577496499785,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,66.61554232286159,0.3289473684210544,0.4114350970115676,0.3710991466470506,0.3289473684210544,0.3289473684210544,0.33737783460158544,0.4278250446390494,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.32932762331583665,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544,0.3289473684210544
Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,0.6259105400890973,0.603686694723616,0.7870866298189604,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.5358405351224741,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.47855265554757315,0.44642857142858244,31.88024292725318,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.6358613375105809,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.4493992413870441,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.51390884142817,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,8.029849592985716,0.44642857142858244,0.5055663647400281,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.5065425004062651,0.44642857142858244,0.5622375806486477,0.45952688396294616,0.44642857142858244,0.44642857142858244,12.764470082827872,0.5854404393523448,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44642857142858244,0.44695408879916076,0.44642857142858244,0.44642857142858244,0.44642857142858244,3.0217802062525707,0.44642857142858244
Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/DbManager.java,0.5297819830912072,4.721107531841756,0.49991992426209836,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.481024658031218,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.4338367177536954,0.40650406504065506,51.95136933867215,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.5497933726915167,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.42354167939458764,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.42587380892761123,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.5073723718101057,0.40650406504065506,2.876174698813871,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.559919125590833,0.40650406504065506,0.5021086934952889,0.4261115426955805,0.40650406504065506,0.40650406504065506,0.4448976043120547,0.5203736499305512,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40695590031150425,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506,0.40650406504065506
Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,0.3613990115140718,0.41089363284499664,0.38947786499233794,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.5195698532698149,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,9.05699871020493,0.3144654088050544,51.656844619580646,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.5318988634262519,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,1.7100744447436467,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,3.2222715875003876,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3604032570095797,0.3144654088050544,1.8948091176275421,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.33438599206677183,0.3144654088050544,0.35842727478295466,0.3258905798643487,0.3144654088050544,0.3144654088050544,0.3964041253716003,0.36494723004386903,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3144654088050544,0.3147142967793067,0.3144654088050544,0.3144654088050544,0.3144654088050544,2.0044260163624794,0.3144654088050544
Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,0.32421803620997874,0.32082342178277873,0.2842468488311959,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.29476120020901014,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2729254500211878,0.2590673575129553,0.3046321658492787,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.29017160335723713,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.261609898488479,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.260665080303383,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.3057791537347989,0.2590673575129553,73.82344565824668,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.34742514289276133,0.2590673575129553,0.3036158270169204,0.2641586666869474,0.2590673575129553,0.2590673575129553,0.26882228836318156,0.310805098492714,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2593037859381725,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553,0.2590673575129553
Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,0.47991291708514977,0.4786839893748179,0.44820682040878695,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.43850709733323945,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.3834510525112309,0.35460992907803834,30.162499722132058,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.6062634359855211,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,4.936072583062662,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.40698614626355956,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,2.0851292636543626,0.35460992907803834,0.3951334229149159,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.39889285416494374,0.35460992907803834,0.5977969053430505,0.4405250209326852,0.35460992907803834,0.35460992907803834,27.462347743464587,0.4918945115923555,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35507240029888515,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834,0.35460992907803834
Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,0.3586803666340084,0.37974463958076343,0.37367366122423346,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.5695635004553488,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.3251745386188178,0.30864197530864884,53.007534249201406,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.3719417243608372,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.9845685486671598,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,13.43031852666052,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.3643295771739759,0.30864197530864884,0.39878920884648367,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.35017630564245733,0.30864197530864884,0.5425443113980514,0.31450322809685943,0.30864197530864884,0.30864197530864884,0.33035397906760894,0.37029886016784297,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.30864197530864884,0.3089236817104816,0.30864197530864884,0.30864197530864884,0.30864197530864884,1.9102391171839403,0.30864197530864884
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFile.java,0.0744258044448325,0.06281406850737946,0.06483412598687364,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.06619021587910578,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.06284553728359951,0.054824561403511544,0.0686218933248578,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.3039390029800481,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,93.85567871973876,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.060667746361448685,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.07048208258400226,0.054824561403511544,0.3468668395437831,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.06636608011068873,0.054824561403511544,0.054824561403511544,0.06589376710339498,0.054824561403511544,0.06960226823343442,0.05786643415898216,0.054824561403511544,0.054824561403511544,0.06333817866617772,0.08906252233532197,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.05489067766936949,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544,0.054824561403511544
